"from_currency_id","to_currency_id","date","open"
34,8516,2024-01-04 00:00:00.000,42854.5000000000000000000
34,8516,2024-01-12 00:00:00.000,46350.5000000000000000000
34,8516,2024-01-30 00:00:00.000,43287.0000000000000000000
34,8516,2024-01-31 00:00:00.000,42924.0000000000000000000
34,8516,2024-02-02 00:00:00.000,43052.5000000000000000000
34,8516,2024-02-03 00:00:00.000,43161.5000000000000000000
34,8516,2024-02-06 00:00:00.000,42645.5000000000000000000
34,8516,2024-02-08 00:00:00.000,44329.0000000000000000000
34,8516,2024-03-04 00:00:00.000,63205.5000000000000000000
34,8516,2024-03-06 00:00:00.000,63839.5000000000000000000
34,8516,2024-03-12 00:00:00.000,72191.5000000000000000000
34,8516,2024-03-20 00:00:00.000,61923.0000000000000000000
34,8516,2024-03-24 00:00:00.000,64001.5000000000000000000
34,8516,2024-03-26 00:00:00.000,69938.0000000000000000000
34,8516,2024-03-30 00:00:00.000,69933.5000000000000000000
34,8516,2024-04-01 00:00:00.000,71401.5000000000000000000
34,8516,2024-04-03 00:00:00.000,65455.5000000000000000000
34,8516,2024-04-08 00:00:00.000,69365.0000000000000000000
34,8516,2024-04-10 00:00:00.000,69116.5000000000000000000
34,8516,2024-04-17 00:00:00.000,63795.0000000000000000000
34,8516,2024-04-22 00:00:00.000,64936.0000000000000000000
34,8516,2024-04-29 00:00:00.000,63061.5000000000000000000
34,8516,2024-04-30 00:00:00.000,63802.0000000000000000000
34,8516,2024-01-01 00:00:00.000,42302.0000000000000000000
34,8516,2024-01-03 00:00:00.000,45015.5000000000000000000
34,8516,2024-01-06 00:00:00.000,44159.5000000000000000000
34,8516,2024-01-09 00:00:00.000,46971.5000000000000000000
34,8516,2024-01-10 00:00:00.000,46119.5000000000000000000
34,8516,2024-01-15 00:00:00.000,41675.0000000000000000000
34,8516,2024-01-16 00:00:00.000,42476.0000000000000000000
34,8516,2024-01-23 00:00:00.000,39512.0000000000000000000
34,8516,2024-02-10 00:00:00.000,47142.5000000000000000000
34,8516,2024-02-12 00:00:00.000,48331.0000000000000000000
34,8516,2024-02-14 00:00:00.000,49736.0000000000000000000
34,8516,2024-02-17 00:00:00.000,52160.5000000000000000000
34,8516,2024-02-21 00:00:00.000,52325.0000000000000000000
34,8516,2024-02-22 00:00:00.000,51906.0000000000000000000
34,8516,2024-02-25 00:00:00.000,51600.0000000000000000000
34,8516,2024-02-28 00:00:00.000,57106.0000000000000000000
34,8516,2024-03-02 00:00:00.000,62470.0000000000000000000
34,8516,2024-03-03 00:00:00.000,62102.0000000000000000000
34,8516,2024-03-07 00:00:00.000,66155.0000000000000000000
34,8516,2024-03-15 00:00:00.000,71450.0000000000000000000
34,8516,2024-03-21 00:00:00.000,67881.5000000000000000000
34,8516,2024-03-22 00:00:00.000,65520.0000000000000000000
34,8516,2024-04-12 00:00:00.000,69983.5000000000000000000
34,8516,2024-04-13 00:00:00.000,67124.0000000000000000000
34,8516,2024-04-18 00:00:00.000,61255.0000000000000000000
34,8516,2024-04-24 00:00:00.000,66407.0000000000000000000
34,8516,2024-01-05 00:00:00.000,44146.0000000000000000000
34,8516,2024-01-08 00:00:00.000,43925.0000000000000000000
34,8516,2024-01-18 00:00:00.000,42718.5000000000000000000
34,8516,2024-01-19 00:00:00.000,41265.5000000000000000000
34,8516,2024-01-22 00:00:00.000,41580.0000000000000000000
34,8516,2024-02-07 00:00:00.000,43061.5000000000000000000
34,8516,2024-02-09 00:00:00.000,45276.0000000000000000000
34,8516,2024-02-13 00:00:00.000,49944.0000000000000000000
34,8516,2024-02-15 00:00:00.000,51849.0000000000000000000
34,8516,2024-02-20 00:00:00.000,51733.0000000000000000000
34,8516,2024-02-27 00:00:00.000,54538.5000000000000000000
34,8516,2024-03-08 00:00:00.000,66978.5000000000000000000
34,8516,2024-03-09 00:00:00.000,68308.5000000000000000000
34,8516,2024-03-17 00:00:00.000,65312.0000000000000000000
34,8516,2024-03-18 00:00:00.000,68386.5000000000000000000
34,8516,2024-03-31 00:00:00.000,69678.0000000000000000000
34,8516,2024-04-02 00:00:00.000,69739.5000000000000000000
34,8516,2024-04-09 00:00:00.000,71678.0000000000000000000
34,8516,2024-04-26 00:00:00.000,64449.5000000000000000000
34,8516,2024-01-11 00:00:00.000,46678.5000000000000000000
34,8516,2024-01-14 00:00:00.000,42829.5000000000000000000
34,8516,2024-01-20 00:00:00.000,41612.5000000000000000000
34,8516,2024-01-24 00:00:00.000,39869.0000000000000000000
34,8516,2024-02-01 00:00:00.000,42540.0000000000000000000
34,8516,2024-02-23 00:00:00.000,51303.0000000000000000000
34,8516,2024-02-26 00:00:00.000,51770.5000000000000000000
34,8516,2024-02-29 00:00:00.000,62543.5000000000000000000
34,8516,2024-03-01 00:00:00.000,61262.5000000000000000000
34,8516,2024-03-10 00:00:00.000,68493.5000000000000000000
34,8516,2024-03-16 00:00:00.000,69554.5000000000000000000
34,8516,2024-03-25 00:00:00.000,67272.0000000000000000000
34,8516,2024-03-27 00:00:00.000,70061.5000000000000000000
34,8516,2024-04-05 00:00:00.000,68481.0000000000000000000
34,8516,2024-04-11 00:00:00.000,70629.5000000000000000000
34,8516,2024-04-14 00:00:00.000,63968.5000000000000000000
34,8516,2024-04-15 00:00:00.000,65704.5000000000000000000
34,8516,2024-04-23 00:00:00.000,66821.5000000000000000000
34,8516,2024-04-25 00:00:00.000,64236.0000000000000000000
34,8516,2024-01-13 00:00:00.000,42750.0000000000000000000
34,8516,2024-01-21 00:00:00.000,41646.0000000000000000000
34,8516,2024-01-25 00:00:00.000,40061.0000000000000000000
34,8516,2024-01-27 00:00:00.000,41790.0000000000000000000
34,8516,2024-02-05 00:00:00.000,42542.0000000000000000000
34,8516,2024-02-18 00:00:00.000,51701.0000000000000000000
34,8516,2024-03-05 00:00:00.000,68399.0000000000000000000
34,8516,2024-03-11 00:00:00.000,69106.5000000000000000000
34,8516,2024-03-13 00:00:00.000,71513.5000000000000000000
34,8516,2024-03-23 00:00:00.000,63832.0000000000000000000
34,8516,2024-04-19 00:00:00.000,63474.0000000000000000000
34,8516,2024-04-28 00:00:00.000,63389.5000000000000000000
34,8516,2024-01-02 00:00:00.000,44249.5000000000000000000
34,8516,2024-01-07 00:00:00.000,43967.5000000000000000000
34,8516,2024-01-17 00:00:00.000,43100.5000000000000000000
34,8516,2024-01-26 00:00:00.000,39923.0000000000000000000
34,8516,2024-01-28 00:00:00.000,42096.5000000000000000000
34,8516,2024-01-29 00:00:00.000,42014.5000000000000000000
34,8516,2024-02-04 00:00:00.000,42984.0000000000000000000
34,8516,2024-02-11 00:00:00.000,47753.0000000000000000000
34,8516,2024-02-16 00:00:00.000,51964.0000000000000000000
34,8516,2024-02-19 00:00:00.000,52168.0000000000000000000
34,8516,2024-02-24 00:00:00.000,50746.5000000000000000000
34,8516,2024-03-14 00:00:00.000,73151.5000000000000000000
34,8516,2024-03-19 00:00:00.000,67614.0000000000000000000
34,8516,2024-03-28 00:00:00.000,69521.5000000000000000000
34,8516,2024-03-29 00:00:00.000,70866.5000000000000000000
34,8516,2024-04-04 00:00:00.000,65943.5000000000000000000
34,8516,2024-04-06 00:00:00.000,67825.5000000000000000000
34,8516,2024-04-07 00:00:00.000,68895.5000000000000000000
34,8516,2024-04-16 00:00:00.000,63435.5000000000000000000
34,8516,2024-04-20 00:00:00.000,63805.0000000000000000000
34,8516,2024-04-21 00:00:00.000,64938.5000000000000000000
34,8516,2024-04-27 00:00:00.000,63713.5000000000000000000
